Title,Summary,Authors,Published,Category
Reverse engineering adversarial attacks with fingerprints from adversarial examples,"In spite of intense research efforts, deep neural networks remain vulnerable
to adversarial examples: an input that forces the network to confidently
produce incorrect outputs. Adversarial examples are typically generated by an
attack algorithm that optimizes a perturbation added to a benign input. Many
such algorithms have been developed. If it were possible to reverse engineer
attack algorithms from adversarial examples, this could deter bad actors
because of the possibility of attribution. Here we formulate reverse
engineering as a supervised learning problem where the goal is to assign an
adversarial example to a class that represents the algorithm and parameters
used. To our knowledge it has not been previously shown whether this is even
possible. We first test whether we can classify the perturbations added to
images by attacks on undefended single-label image classification models.
Taking a ""fight fire with fire"" approach, we leverage the sensitivity of deep
neural networks to adversarial examples, training them to classify these
perturbations. On a 17-class dataset (5 attacks, 4 bounded with 4 epsilon
values each), we achieve an accuracy of 99.4% with a ResNet50 model trained on
the perturbations. We then ask whether we can perform this task without access
to the perturbations, obtaining an estimate of them with signal processing
algorithms, an approach we call ""fingerprinting"". We find the JPEG algorithm
serves as a simple yet effective fingerprinter (85.05% accuracy), providing a
strong baseline for future work. We discuss how our approach can be extended to
attack agnostic, learnable fingerprints, and to open-world scenarios with
unknown attacks.","David Aaron Nicholson, Vincent Emanuele",2023-01-31T18:59:37Z,cs.AI
The Impacts of Unanswerable Questions on the Robustness of Machine Reading Comprehension Models,"Pretrained language models have achieved super-human performances on many
Machine Reading Comprehension (MRC) benchmarks. Nevertheless, their relative
inability to defend against adversarial attacks has spurred skepticism about
their natural language understanding. In this paper, we ask whether training
with unanswerable questions in SQuAD 2.0 can help improve the robustness of MRC
models against adversarial attacks. To explore that question, we fine-tune
three state-of-the-art language models on either SQuAD 1.1 or SQuAD 2.0 and
then evaluate their robustness under adversarial attacks. Our experiments
reveal that current models fine-tuned on SQuAD 2.0 do not initially appear to
be any more robust than ones fine-tuned on SQuAD 1.1, yet they reveal a measure
of hidden robustness that can be leveraged to realize actual performance gains.
Furthermore, we find that the robustness of models fine-tuned on SQuAD 2.0
extends to additional out-of-domain datasets. Finally, we introduce a new
adversarial attack to reveal artifacts of SQuAD 2.0 that current MRC models are
learning.","Son Quoc Tran, Phong Nguyen-Thuan Do, Uyen Le, Matt Kretchmar",2023-01-31T20:51:14Z,cs.AI
Learning Universal Policies via Text-Guided Video Generation,"A goal of artificial intelligence is to construct an agent that can solve a
wide variety of tasks. Recent progress in text-guided image synthesis has
yielded models with an impressive ability to generate complex novel images,
exhibiting combinatorial generalization across domains. Motivated by this
success, we investigate whether such tools can be used to construct more
general-purpose agents. Specifically, we cast the sequential decision making
problem as a text-conditioned video generation problem, where, given a
text-encoded specification of a desired goal, a planner synthesizes a set of
future frames depicting its planned actions in the future, after which control
actions are extracted from the generated video. By leveraging text as the
underlying goal specification, we are able to naturally and combinatorially
generalize to novel goals. The proposed policy-as-video formulation can further
represent environments with different state and action spaces in a unified
space of images, which, for example, enables learning and generalization across
a variety of robot manipulation tasks. Finally, by leveraging pretrained
language embeddings and widely available videos from the internet, the approach
enables knowledge transfer through predicting highly realistic video plans for
real robots.","Yilun Du, Mengjiao Yang, Bo Dai, Hanjun Dai, Ofir Nachum, Joshua B. Tenenbaum, Dale Schuurmans, Pieter Abbeel",2023-01-31T21:28:13Z,cs.AI
A Deep Behavior Path Matching Network for Click-Through Rate Prediction,"User behaviors on an e-commerce app not only contain different kinds of
feedback on items but also sometimes imply the cognitive clue of the user's
decision-making. For understanding the psychological procedure behind user
decisions, we present the behavior path and propose to match the user's current
behavior path with historical behavior paths to predict user behaviors on the
app. Further, we design a deep neural network for behavior path matching and
solve three difficulties in modeling behavior paths: sparsity, noise
interference, and accurate matching of behavior paths. In particular, we
leverage contrastive learning to augment user behavior paths, provide behavior
path self-activation to alleviate the effect of noise, and adopt a two-level
matching mechanism to identify the most appropriate candidate. Our model shows
excellent performance on two real-world datasets, outperforming the
state-of-the-art CTR model. Moreover, our model has been deployed on the
Meituan food delivery platform and has accumulated 1.6% improvement in CTR and
1.8% improvement in advertising revenue.","Jian Dong, Yisong Yu, Yapeng Zhang, Yimin Lv, Shuli Wang, Beihong Jin, Yongkang Wang, Xingxing Wang, Dong Wang",2023-02-01T08:08:21Z,cs.AI
"Multimodality Representation Learning: A Survey on Evolution, Pretraining and Its Applications","Multimodality Representation Learning, as a technique of learning to embed
information from different modalities and their correlations, has achieved
remarkable success on a variety of applications, such as Visual Question
Answering (VQA), Natural Language for Visual Reasoning (NLVR), and Vision
Language Retrieval (VLR). Among these applications, cross-modal interaction and
complementary information from different modalities are crucial for advanced
models to perform any multimodal task, e.g., understand, recognize, retrieve,
or generate optimally. Researchers have proposed diverse methods to address
these tasks. The different variants of transformer-based architectures
performed extraordinarily on multiple modalities. This survey presents the
comprehensive literature on the evolution and enhancement of deep learning
multimodal architectures to deal with textual, visual and audio features for
diverse cross-modal and modern multimodal tasks. This study summarizes the (i)
recent task-specific deep learning methodologies, (ii) the pretraining types
and multimodal pretraining objectives, (iii) from state-of-the-art pretrained
multimodal approaches to unifying architectures, and (iv) multimodal task
categories and possible future improvements that can be devised for better
multimodal learning. Moreover, we prepare a dataset section for new researchers
that covers most of the benchmarks for pretraining and finetuning. Finally,
major challenges, gaps, and potential research topics are explored. A
constantly-updated paperlist related to our survey is maintained at
https://github.com/marslanm/multimodality-representation-learning.","Muhammad Arslan Manzoor, Sarah Albarri, Ziting Xian, Zaiqiao Meng, Preslav Nakov, Shangsong Liang",2023-02-01T11:48:34Z,cs.AI
For the Underrepresented in Gender Bias Research: Chinese Name Gender Prediction with Heterogeneous Graph Attention Network,"Achieving gender equality is an important pillar for humankind's sustainable
future. Pioneering data-driven gender bias research is based on large-scale
public records such as scientific papers, patents, and company registrations,
covering female researchers, inventors and entrepreneurs, and so on. Since
gender information is often missing in relevant datasets, studies rely on tools
to infer genders from names. However, available open-sourced Chinese
gender-guessing tools are not yet suitable for scientific purposes, which may
be partially responsible for female Chinese being underrepresented in
mainstream gender bias research and affect their universality. Specifically,
these tools focus on character-level information while overlooking the fact
that the combinations of Chinese characters in multi-character names, as well
as the components and pronunciations of characters, convey important messages.
As a first effort, we design a Chinese Heterogeneous Graph Attention (CHGAT)
model to capture the heterogeneity in component relationships and incorporate
the pronunciations of characters. Our model largely surpasses current tools and
also outperforms the state-of-the-art algorithm. Last but not least, the most
popular Chinese name-gender dataset is single-character based with far less
female coverage from an unreliable source, naturally hindering relevant
studies. We open-source a more balanced multi-character dataset from an
official source together with our code, hoping to help future research
promoting gender equality.","Zihao Pan, Kai Peng, Shuai Ling, Haipeng Zhang",2023-02-01T13:08:50Z,cs.AI
Digital Twin Applications in Urban Logistics: An Overview,"Urban traffic attributed to commercial and industrial transportation is
observed to largely affect living standards in cities due to external effects
pertaining to pollution and congestion. In order to counter this, smart cities
deploy technological tools to achieve sustainability. Such tools include
Digital Twins (DT)s which are virtual replicas of real-life physical systems.
Research suggests that DTs can be very beneficial in how they control a
physical system by constantly optimizing its performance. The concept has been
extensively studied in other technology-driven industries like manufacturing.
However, little work has been done with regards to their application in urban
logistics. In this paper, we seek to provide a framework by which DTs could be
easily adapted to urban logistics networks. To do this, we provide a
characterization of key factors in urban logistics for dynamic decision-making.
We also survey previous research on DT applications in urban logistics as we
found that a holistic overview is lacking. Using this knowledge in combination
with the characterization, we produce a conceptual model that describes the
ontology, learning capabilities and optimization prowess of an urban logistics
digital twin through its quantitative models. We finish off with a discussion
on potential research benefits and limitations based on previous research and
our practical experience.","Abdo Abouelrous, Laurens Bliek, Yingqian Zhang",2023-02-01T14:48:01Z,cs.AI
Trash to Treasure: Using text-to-image models to inform the design of physical artefacts,"Text-to-image generative models have recently exploded in popularity and
accessibility. Yet so far, use of these models in creative tasks that bridge
the 2D digital world and the creation of physical artefacts has been
understudied. We conduct a pilot study to investigate if and how text-to-image
models can be used to assist in upstream tasks within the creative process,
such as ideation and visualization, prior to a sculpture-making activity.
Thirty participants selected sculpture-making materials and generated three
images using the Stable Diffusion text-to-image generator, each with text
prompts of their choice, with the aim of informing and then creating a physical
sculpture. The majority of participants (23/30) reported that the generated
images informed their sculptures, and 28/30 reported interest in using
text-to-image models to help them in a creative task in the future. We identify
several prompt engineering strategies and find that a participant's prompting
strategy relates to their stage in the creative process. We discuss how our
findings can inform support for users at different stages of the design process
and for using text-to-image models for physical artefact design.","Amy Smith, Hope Schroeder, Ziv Epstein, Michael Cook, Simon Colton, Andrew Lippman",2023-02-01T16:26:34Z,cs.AI
Clinical Decision Transformer: Intended Treatment Recommendation through Goal Prompting,"With recent achievements in tasks requiring context awareness, foundation
models have been adopted to treat large-scale data from electronic health
record (EHR) systems. However, previous clinical recommender systems based on
foundation models have a limited purpose of imitating clinicians' behavior and
do not directly consider a problem of missing values. In this paper, we propose
Clinical Decision Transformer (CDT), a recommender system that generates a
sequence of medications to reach a desired range of clinical states given as
goal prompts. For this, we conducted goal-conditioned sequencing, which
generated a subsequence of treatment history with prepended future goal state,
and trained the CDT to model sequential medications required to reach that goal
state. For contextual embedding over intra-admission and inter-admissions, we
adopted a GPT-based architecture with an admission-wise attention mask and
column embedding. In an experiment, we extracted a diabetes dataset from an EHR
system, which contained treatment histories of 4788 patients. We observed that
the CDT achieved the intended treatment effect according to goal prompt ranges
(e.g., NormalA1c, LowerA1c, and HigherA1c), contrary to the case with behavior
cloning. To the best of our knowledge, this is the first study to explore
clinical recommendations from the perspective of goal prompting. See
https://clinical-decision-transformer.github.io for code and additional
information.","Seunghyun Lee, Da Young Lee, Sujeong Im, Nan Hee Kim, Sung-Min Park",2023-02-01T17:26:01Z,cs.AI
Conditioning Predictive Models: Risks and Strategies,"Our intention is to provide a definitive reference on what it would take to
safely make use of generative/predictive models in the absence of a solution to
the Eliciting Latent Knowledge problem. Furthermore, we believe that large
language models can be understood as such predictive models of the world, and
that such a conceptualization raises significant opportunities for their safe
yet powerful use via carefully conditioning them to predict desirable outputs.
Unfortunately, such approaches also raise a variety of potentially fatal safety
problems, particularly surrounding situations where predictive models predict
the output of other AI systems, potentially unbeknownst to us. There are
numerous potential solutions to such problems, however, primarily via carefully
conditioning models to predict the things we want (e.g. humans) rather than the
things we don't (e.g. malign AIs). Furthermore, due to the simplicity of the
prediction objective, we believe that predictive models present the easiest
inner alignment problem that we are aware of. As a result, we think that
conditioning approaches for predictive models represent the safest known way of
eliciting human-level and slightly superhuman capabilities from large language
models and other similar future models.","Evan Hubinger, Adam Jermyn, Johannes Treutlein, Rubi Hudson, Kate Woolverton",2023-02-02T00:06:36Z,cs.AI
Goal Alignment: A Human-Aware Account of Value Alignment Problem,"Value alignment problems arise in scenarios where the specified objectives of
an AI agent don't match the true underlying objective of its users. The problem
has been widely argued to be one of the central safety problems in AI.
Unfortunately, most existing works in value alignment tend to focus on issues
that are primarily related to the fact that reward functions are an unintuitive
mechanism to specify objectives. However, the complexity of the objective
specification mechanism is just one of many reasons why the user may have
misspecified their objective. A foundational cause for misalignment that is
being overlooked by these works is the inherent asymmetry in human expectations
about the agent's behavior and the behavior generated by the agent for the
specified objective. To address this lacuna, we propose a novel formulation for
the value alignment problem, named goal alignment that focuses on a few central
challenges related to value alignment. In doing so, we bridge the currently
disparate research areas of value alignment and human-aware planning.
Additionally, we propose a first-of-its-kind interactive algorithm that is
capable of using information generated under incorrect beliefs about the agent,
to determine the true underlying goal of the user.","Malek Mechergui, Sarath Sreedharan",2023-02-02T01:18:57Z,cs.AI
MetaTKG: Learning Evolutionary Meta-Knowledge for Temporal Knowledge Graph Reasoning,"Reasoning over Temporal Knowledge Graphs (TKGs) aims to predict future facts
based on given history. One of the key challenges for prediction is to learn
the evolution of facts. Most existing works focus on exploring evolutionary
information in history to obtain effective temporal embeddings for entities and
relations, but they ignore the variation in evolution patterns of facts, which
makes them struggle to adapt to future data with different evolution patterns.
Moreover, new entities continue to emerge along with the evolution of facts
over time. Since existing models highly rely on historical information to learn
embeddings for entities, they perform poorly on such entities with little
historical information. To tackle these issues, we propose a novel Temporal
Meta-learning framework for TKG reasoning, MetaTKG for brevity. Specifically,
our method regards TKG prediction as many temporal meta-tasks, and utilizes the
designed Temporal Meta-learner to learn evolutionary meta-knowledge from these
meta-tasks. The proposed method aims to guide the backbones to learn to adapt
quickly to future data and deal with entities with little historical
information by the learned meta-knowledge. Specially, in temporal meta-learner,
we design a Gating Integration module to adaptively establish temporal
correlations between meta-tasks. Extensive experiments on four widely-used
datasets and three backbones demonstrate that our method can greatly improve
the performance.","Yuwei Xia, Mengqi Zhang, Qiang Liu, Shu Wu, Xiao-Yu Zhang",2023-02-02T05:55:41Z,cs.AI
Policy Expansion for Bridging Offline-to-Online Reinforcement Learning,"Pre-training with offline data and online fine-tuning using reinforcement
learning is a promising strategy for learning control policies by leveraging
the best of both worlds in terms of sample efficiency and performance. One
natural approach is to initialize the policy for online learning with the one
trained offline. In this work, we introduce a policy expansion scheme for this
task. After learning the offline policy, we use it as one candidate policy in a
policy set. We then expand the policy set with another policy which will be
responsible for further learning. The two policies will be composed in an
adaptive manner for interacting with the environment. With this approach, the
policy previously learned offline is fully retained during online learning,
thus mitigating the potential issues such as destroying the useful behaviors of
the offline policy in the initial stage of online learning while allowing the
offline policy participate in the exploration naturally in an adaptive manner.
Moreover, new useful behaviors can potentially be captured by the newly added
policy through learning. Experiments are conducted on a number of tasks and the
results demonstrate the effectiveness of the proposed approach.","Haichao Zhang, We Xu, Haonan Yu",2023-02-02T08:25:12Z,cs.AI
Visual Imitation Learning with Patch Rewards,"Visual imitation learning enables reinforcement learning agents to learn to
behave from expert visual demonstrations such as videos or image sequences,
without explicit, well-defined rewards. Previous research either adopted
supervised learning techniques or induce simple and coarse scalar rewards from
pixels, neglecting the dense information contained in the image demonstrations.
In this work, we propose to measure the expertise of various local regions of
image samples, or called \textit{patches}, and recover multi-dimensional
\textit{patch rewards} accordingly. Patch reward is a more precise rewarding
characterization that serves as a fine-grained expertise measurement and visual
explainability tool. Specifically, we present Adversarial Imitation Learning
with Patch Rewards (PatchAIL), which employs a patch-based discriminator to
measure the expertise of different local parts from given images and provide
patch rewards. The patch-based knowledge is also used to regularize the
aggregated reward and stabilize the training. We evaluate our method on
DeepMind Control Suite and Atari tasks. The experiment results have
demonstrated that PatchAIL outperforms baseline methods and provides valuable
interpretations for visual demonstrations.","Minghuan Liu, Tairan He, Weinan Zhang, Shuicheng Yan, Zhongwen Xu",2023-02-02T09:13:10Z,cs.AI
MLOps with enhanced performance control and observability,"The explosion of data and its ever increasing complexity in the last few
years, has made MLOps systems more prone to failure, and new tools need to be
embedded in such systems to avoid such failure. In this demo, we will introduce
crucial tools in the observability module of a MLOps system that target
difficult issues like data drfit and model version control for optimum model
selection. We believe integrating these features in our MLOps pipeline would go
a long way in building a robust system immune to early stage ML system
failures.","Indradumna Banerjee, Dinesh Ghanta, Girish Nautiyal, Pradeep Sanchana, Prateek Katageri, Atin Modi",2023-02-02T12:47:07Z,cs.AI
"NFRsTDO v1.2's Terms, Properties, and Relationships -- A Top-Domain Non-Functional Requirements Ontology","This preprint specifies and defines all the Terms, Properties, and
Relationships of NFRsTDO (Non-Functional Requirements Top-Domain Ontology).
NFRsTDO v1.2, whose UML conceptualization is shown in Figure 1 is a slightly
updated version of its predecessor, namely NFRsTDO v1.1. NFRsTDO is an ontology
mainly devoted to quality (non-functional) requirements and quality/cost views,
which is placed at the top-domain level in the context of a multilayer
ontological architecture called FCD-OntoArch (Foundational, Core, Domain, and
instance Ontological Architecture for sciences). Figure 2 depicts its five
tiers, which entail Foundational, Core, Top-Domain, Low-Domain, and Instance.
Each level is populated with ontological components or, in other words,
ontologies. Ontologies at the same level can be related to each other, except
at the foundational level, where only ThingFO (Thing Foundational Ontology) is
found. In addition, ontologies' terms and relationships at lower levels can be
semantically enriched by ontologies' terms and relationships from the higher
levels. NFRsTDO's terms and relationships are mainly extended/reused from
ThingFO, SituationCO (Situation Core Ontology), ProcessCO (Process Core
Ontology), and FRsTDO (Functional Requirements Top-Domain Ontology).
Stereotypes are the used mechanism for enriching NFRsTDO terms. Note that
annotations of updates from the previous version (NFRsTDO v1.1) to the current
one (v1.2) can be found in Appendix A.","Luis Olsina, María Fernanda Papa, Pablo Becker",2023-02-02T13:33:33Z,cs.AI
Tab2KG: Semantic Table Interpretation with Lightweight Semantic Profiles,"Tabular data plays an essential role in many data analytics and machine
learning tasks. Typically, tabular data does not possess any machine-readable
semantics. In this context, semantic table interpretation is crucial for making
data analytics workflows more robust and explainable. This article proposes
Tab2KG - a novel method that targets at the interpretation of tables with
previously unseen data and automatically infers their semantics to transform
them into semantic data graphs. We introduce original lightweight semantic
profiles that enrich a domain ontology's concepts and relations and represent
domain and table characteristics. We propose a one-shot learning approach that
relies on these profiles to map a tabular dataset containing previously unseen
instances to a domain ontology. In contrast to the existing semantic table
interpretation approaches, Tab2KG relies on the semantic profiles only and does
not require any instance lookup. This property makes Tab2KG particularly
suitable in the data analytics context, in which data tables typically contain
new instances. Our experimental evaluation on several real-world datasets from
different application domains demonstrates that Tab2KG outperforms
state-of-the-art semantic table interpretation baselines.","Simon Gottschalk, Elena Demidova",2023-02-02T15:12:30Z,cs.AI
DOR: A Novel Dual-Observation-Based Approach for News Recommendation Systems,"Online social media platforms offer access to a vast amount of information,
but sifting through the abundance of news can be overwhelming and tiring for
readers. personalised recommendation algorithms can help users find information
that interests them. However, most existing models rely solely on observations
of user behaviour, such as viewing history, ignoring the connections between
the news and a user's prior knowledge. This can result in a lack of diverse
recommendations for individuals. In this paper, we propose a novel method to
address the complex problem of news recommendation. Our approach is based on
the idea of dual observation, which involves using a deep neural network with
observation mechanisms to identify the main focus of a news article as well as
the focus of the user on the article. This is achieved by taking into account
the user's belief network, which reflects their personal interests and biases.
By considering both the content of the news and the user's perspective, our
approach is able to provide more personalised and accurate recommendations. We
evaluate the performance of our model on real-world datasets and show that our
proposed method outperforms several popular baselines.","Mengyan Wang, Weihua Li, Jingli Shi, Shiqing Wu, Quan Bai",2023-02-02T22:16:53Z,cs.AI
Lateralization in Agents' Decision Making: Evidence of Benefits/Costs from Artificial Intelligence,"Lateralization is ubiquitous in vertebrate brains which, as well as its role
in locomotion, is considered an important factor in biological intelligence.
Lateralization has been associated with both poor and good performance. It has
been hypothesized that lateralization has benefits that may counterbalance its
costs. Given that lateralization is ubiquitous, it likely has advantages that
can benefit artificial intelligence. In turn, lateralized artificial
intelligent systems can be used as tools to advance the understanding of
lateralization in biological intelligence. Recently lateralization has been
incorporated into artificially intelligent systems to solve complex problems in
computer vision and navigation domains. Here we describe and test two novel
lateralized artificial intelligent systems that simultaneously represent and
address given problems at constituent and holistic levels. The experimental
results demonstrate that the lateralized systems outperformed state-of-the-art
non-lateralized systems in resolving complex problems. The advantages arise
from the abilities, (i) to represent an input signal at both the constituent
level and holistic level simultaneously, such that the most appropriate
viewpoint controls the system; (ii) to avoid extraneous computations by
generating excite and inhibit signals. The computational costs associated with
the lateralized AI systems are either less than the conventional AI systems or
countered by providing better solutions.","Abubakar Siddique, Will N. Browne, Gina M. Grimshaw",2023-02-03T04:34:44Z,cs.AI
"Describe, Explain, Plan and Select: Interactive Planning with Large Language Models Enables Open-World Multi-Task Agents","We investigate the challenge of task planning for multi-task embodied agents
in open-world environments. Two main difficulties are identified: 1) executing
plans in an open-world environment (e.g., Minecraft) necessitates accurate and
multi-step reasoning due to the long-term nature of tasks, and 2) as vanilla
planners do not consider how easy the current agent can achieve a given
sub-task when ordering parallel sub-goals within a complicated plan, the
resulting plan could be inefficient or even infeasible. To this end, we propose
""$\underline{D}$escribe, $\underline{E}$xplain, $\underline{P}$lan and
$\underline{S}$elect"" ($\textbf{DEPS}$), an interactive planning approach based
on Large Language Models (LLMs). DEPS facilitates better error correction on
initial LLM-generated $\textit{plan}$ by integrating $\textit{description}$ of
the plan execution process and providing self-$\textit{explanation}$ of
feedback when encountering failures during the extended planning phases.
Furthermore, it includes a goal $\textit{selector}$, which is a trainable
module that ranks parallel candidate sub-goals based on the estimated steps of
completion, consequently refining the initial plan. Our experiments mark the
milestone of the first zero-shot multi-task agent that can robustly accomplish
70+ Minecraft tasks and nearly double the overall performances. Further testing
reveals our method's general effectiveness in popularly adopted non-open-ended
domains as well (i.e., ALFWorld and tabletop manipulation). The ablation and
exploratory studies detail how our design beats the counterparts and provide a
promising update on the $\texttt{ObtainDiamond}$ grand challenge with our
approach. The code is released at https://github.com/CraftJarvis/MC-Planner.","Zihao Wang, Shaofei Cai, Guanzhou Chen, Anji Liu, Xiaojian Ma, Yitao Liang",2023-02-03T06:06:27Z,cs.AI
Hierarchically Composing Level Generators for the Creation of Complex Structures,"Procedural content generation (PCG) is a growing field, with numerous
applications in the video game industry and great potential to help create
better games at a fraction of the cost of manual creation. However, much of the
work in PCG is focused on generating relatively straightforward levels in
simple games, as it is challenging to design an optimisable objective function
for complex settings. This limits the applicability of PCG to more complex and
modern titles, hindering its adoption in industry. Our work aims to address
this limitation by introducing a compositional level generation method that
recursively composes simple low-level generators to construct large and complex
creations. This approach allows for easily-optimisable objectives and the
ability to design a complex structure in an interpretable way by referencing
lower-level components. We empirically demonstrate that our method outperforms
a non-compositional baseline by more accurately satisfying a designer's
functional requirements in several tasks. Finally, we provide a qualitative
showcase (in Minecraft) illustrating the large and complex, but still coherent,
structures that were generated using simple base generators.","Michael Beukman, Manuel Fokam, Marcel Kruger, Guy Axelrod, Muhammad Nasir, Branden Ingram, Benjamin Rosman, Steven James",2023-02-03T06:08:28Z,cs.AI
Searching Large Neighborhoods for Integer Linear Programs with Contrastive Learning,"Integer Linear Programs (ILPs) are powerful tools for modeling and solving a
large number of combinatorial optimization problems. Recently, it has been
shown that Large Neighborhood Search (LNS), as a heuristic algorithm, can find
high quality solutions to ILPs faster than Branch and Bound. However, how to
find the right heuristics to maximize the performance of LNS remains an open
problem. In this paper, we propose a novel approach, CL-LNS, that delivers
state-of-the-art anytime performance on several ILP benchmarks measured by
metrics including the primal gap, the primal integral, survival rates and the
best performing rate. Specifically, CL-LNS collects positive and negative
solution samples from an expert heuristic that is slow to compute and learns a
new one with a contrastive loss. We use graph attention networks and a richer
set of features to further improve its performance.","Taoan Huang, Aaron Ferber, Yuandong Tian, Bistra Dilkina, Benoit Steiner",2023-02-03T07:15:37Z,cs.AI
"Learning Zero-Shot Cooperation with Humans, Assuming Humans Are Biased","There is a recent trend of applying multi-agent reinforcement learning (MARL)
to train an agent that can cooperate with humans in a zero-shot fashion without
using any human data. The typical workflow is to first repeatedly run self-play
(SP) to build a policy pool and then train the final adaptive policy against
this pool. A crucial limitation of this framework is that every policy in the
pool is optimized w.r.t. the environment reward function, which implicitly
assumes that the testing partners of the adaptive policy will be precisely
optimizing the same reward function as well. However, human objectives are
often substantially biased according to their own preferences, which can differ
greatly from the environment reward. We propose a more general framework,
Hidden-Utility Self-Play (HSP), which explicitly models human biases as hidden
reward functions in the self-play objective. By approximating the reward space
as linear functions, HSP adopts an effective technique to generate an augmented
policy pool with biased policies. We evaluate HSP on the Overcooked benchmark.
Empirical results show that our HSP method produces higher rewards than
baselines when cooperating with learned human models, manually scripted
policies, and real humans. The HSP policy is also rated as the most assistive
policy based on human feedback.","Chao Yu, Jiaxuan Gao, Weilin Liu, Botian Xu, Hao Tang, Jiaqi Yang, Yu Wang, Yi Wu",2023-02-03T09:06:42Z,cs.AI
Domain Adaptation via Alignment of Operation Profile for Remaining Useful Lifetime Prediction,"Effective Prognostics and Health Management (PHM) relies on accurate
prediction of the Remaining Useful Life (RUL). Data-driven RUL prediction
techniques rely heavily on the representativeness of the available
time-to-failure trajectories. Therefore, these methods may not perform well
when applied to data from new units of a fleet that follow different operating
conditions than those they were trained on. This is also known as domain
shifts. Domain adaptation (DA) methods aim to address the domain shift problem
by extracting domain invariant features. However, DA methods do not distinguish
between the different phases of operation, such as steady states or transient
phases. This can result in misalignment due to under- or over-representation of
different operation phases. This paper proposes two novel DA approaches for RUL
prediction based on an adversarial domain adaptation framework that considers
the different phases of the operation profiles separately. The proposed
methodologies align the marginal distributions of each phase of the operation
profile in the source domain with its counterpart in the target domain. The
effectiveness of the proposed methods is evaluated using the New Commercial
Modular Aero-Propulsion System (N-CMAPSS) dataset, where sub-fleets of turbofan
engines operating in one of the three different flight classes (short, medium,
and long) are treated as separate domains. The experimental results show that
the proposed methods improve the accuracy of RUL predictions compared to
current state-of-the-art DA methods.","Ismail Nejjar, Fabian Geissmann, Mengjie Zhao, Cees Taal, Olga Fink",2023-02-03T13:02:27Z,cs.AI
Towards Avoiding the Data Mess: Industry Insights from Data Mesh Implementations,"With the increasing importance of data and artificial intelligence,
organizations strive to become more data-driven. However, current data
architectures are not necessarily designed to keep up with the scale and scope
of data and analytics use cases. In fact, existing architectures often fail to
deliver the promised value associated with them. Data mesh is a
socio-technical, decentralized, distributed concept for enterprise data
management. As the concept of data mesh is still novel, it lacks empirical
insights from the field. Specifically, an understanding of the motivational
factors for introducing data mesh, the associated challenges, implementation
strategies, its business impact, and potential archetypes is missing. To
address this gap, we conduct 15 semi-structured interviews with industry
experts. Our results show, among other insights, that organizations have
difficulties with the transition toward federated governance associated with
the data mesh concept, the shift of responsibility for the development,
provision, and maintenance of data products, and the comprehension of the
overall concept. In our work, we derive multiple implementation strategies and
suggest organizations introduce a cross-domain steering unit, observe the data
product usage, create quick wins in the early phases, and favor small dedicated
teams that prioritize data products. While we acknowledge that organizations
need to apply implementation strategies according to their individual needs, we
also deduct two archetypes that provide suggestions in more detail. Our
findings synthesize insights from industry experts and provide researchers and
professionals with preliminary guidelines for the successful adoption of data
mesh.","Jan Bode, Niklas Kühl, Dominik Kreuzberger, Sebastian Hirschl, Carsten Holtmann",2023-02-03T13:09:57Z,cs.AI
"Customer Profiling, Segmentation, and Sales Prediction using AI in Direct Marketing","In an increasingly customer-centric business environment, effective
communication between marketing and senior management is crucial for success.
With the rise of globalization and increased competition, utilizing new data
mining techniques to identify potential customers is essential for direct
marketing efforts. This paper proposes a data mining preprocessing method for
developing a customer profiling system to improve sales performance, including
customer equity estimation and customer action prediction. The RFM-analysis
methodology is used to evaluate client capital and a boosting tree for
prediction. The study highlights the importance of customer segmentation
methods and algorithms to increase the accuracy of the prediction. The main
result of this study is the creation of a customer profile and forecast for the
sale of goods.","Mahmoud SalahEldin Kasem, Mohamed Hamada, Islam Taj-Eddin",2023-02-03T14:45:09Z,cs.AI
Rating Sentiment Analysis Systems for Bias through a Causal Lens,"Sentiment Analysis Systems (SASs) are data-driven Artificial Intelligence
(AI) systems that, given a piece of text, assign one or more numbers conveying
the polarity and emotional intensity expressed in the input. Like other
automatic machine learning systems, they have also been known to exhibit model
uncertainty where a (small) change in the input leads to drastic swings in the
output. This can be especially problematic when inputs are related to protected
features like gender or race since such behavior can be perceived as a lack of
fairness, i.e., bias. We introduce a novel method to assess and rate SASs where
inputs are perturbed in a controlled causal setting to test if the output
sentiment is sensitive to protected variables even when other components of the
textual input, e.g., chosen emotion words, are fixed. We then use the result to
assign labels (ratings) at fine-grained and overall levels to convey the
robustness of the SAS to input changes. The ratings serve as a principled basis
to compare SASs and choose among them based on behavior. It benefits all users,
especially developers who reuse off-the-shelf SASs to build larger AI systems
but do not have access to their code or training data to compare.","Kausik Lakkaraju, Biplav Srivastava, Marco Valtorta",2023-02-04T00:22:43Z,cs.AI
